pitcher,game_date,BF,SO,BBA,HA,Outs,opp_team,season_year,opp_k_pct,Target_SO_Over_4_5,Target_Outs_Over_15_5,Target_HA_Over_4_5,Target_BBA_Over_1_5,rolling_5_BF,rolling_5_BBA,rolling_5_HA,rolling_5_Outs,rolling_3_SO,rolling_5_SO,rolling_10_SO,K_pct,rolling_3_K_pct,rolling_5_K_pct,rolling_10_K_pct
425794,2023-05-12,20,2,2,7,11,BOS,2023,0.2298,0,0,1,1,23.0,0.0,8.0,15.0,5.0,5.0,5.0,0.1,0.21739130434782608,0.21739130434782608,0.21739130434782608
425794,2023-05-18,25,1,3,5,17,LAD,2023,0.2208,0,1,1,1,21.5,1.0,7.5,13.0,3.5,3.5,3.5,0.04,0.15869565217391304,0.15869565217391304,0.15869565217391304
425794,2023-05-23,26,2,1,8,17,CIN,2023,0.2485,0,1,1,0,22.666666666666668,1.6666666666666667,6.666666666666667,14.333333333333334,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.07692307692307693,0.1191304347826087,0.1191304347826087,0.1191304347826087
425794,2023-05-29,26,6,2,9,15,KC,2023,0.2392,1,0,1,1,23.5,1.5,7.0,15.0,1.6666666666666667,2.5,2.5,0.23076923076923078,0.07230769230769231,0.10857859531772576,0.10857859531772576
425794,2023-06-05,26,3,2,8,16,TEX,2023,0.2308,0,1,1,1,24.0,1.6,7.4,15.0,3.0,3.2,3.2,0.11538461538461539,0.11589743589743591,0.13301672240802676,0.13301672240802676
425794,2023-06-11,24,2,1,8,15,CIN,2023,0.2485,0,0,1,0,24.6,2.0,7.4,15.2,3.6666666666666665,2.8,3.1666666666666665,0.08333333333333333,0.14102564102564105,0.11261538461538463,0.13007803790412487
425794,2023-06-17,24,3,2,7,15,NYM,2023,0.2263,0,0,1,1,25.4,1.8,7.6,16.0,3.6666666666666665,2.8,3.0,0.125,0.14316239316239315,0.10928205128205129,0.12340022296544037
425794,2023-06-24,18,0,1,11,6,CHC,2023,0.2307,0,0,1,0,25.2,1.6,8.0,15.6,2.6666666666666665,3.2,3.0,0.0,0.1079059829059829,0.12628205128205128,0.12360019509476032
425794,2023-06-29,14,1,3,6,5,HOU,2023,0.2043,0,0,1,1,23.6,1.6,8.6,13.4,1.6666666666666667,2.8,2.6666666666666665,0.07142857142857142,0.06944444444444443,0.1108974358974359,0.10986684008423139
425794,2023-07-04,20,3,2,7,10,MIA,2023,0.222,0,0,1,1,21.2,1.8,8.0,11.4,1.3333333333333333,1.8,2.5,0.15,0.06547619047619047,0.07902930402930401,0.10602301321866539
425794,2023-07-24,21,3,2,4,15,AZ,2023,0.214,0,0,0,1,20.0,1.8,7.8,10.2,1.3333333333333333,1.8,2.3,0.14285714285714285,0.07380952380952381,0.08595238095238095,0.09928388278388278
425794,2023-07-29,22,3,3,7,12,CHC,2023,0.2307,0,0,1,1,19.4,2.0,7.0,10.2,2.3333333333333335,2.0,2.4,0.13636363636363635,0.12142857142857143,0.09785714285714285,0.10356959706959708
425794,2023-08-04,20,5,2,9,9,COL,2023,0.2631,1,0,1,1,19.0,2.2,7.0,9.6,3.0,2.0,2.6,0.25,0.14307359307359305,0.10012987012987011,0.1132059607059607
425794,2023-08-17,25,2,3,4,18,NYM,2023,0.2263,0,1,0,1,19.4,2.4,6.6,10.2,3.6666666666666665,3.0,2.9,0.08,0.17640692640692643,0.1501298701298701,0.13051365301365303
425794,2023-08-22,22,3,1,7,14,PIT,2023,0.2464,0,0,1,0,21.6,2.4,6.2,12.8,3.3333333333333335,3.2,2.5,0.13636363636363635,0.15545454545454546,0.15184415584415584,0.11543672993672993
425794,2023-08-28,28,1,3,8,17,SD,2023,0.2197,0,1,1,1,22.0,2.2,6.2,13.6,3.3333333333333335,3.2,2.5,0.03571428571428571,0.15545454545454546,0.14911688311688312,0.11753463203463203
425794,2023-09-07,28,4,3,8,17,ATL,2023,0.2142,0,1,1,1,23.4,2.4,7.0,14.0,2.0,2.8,2.4,0.14285714285714285,0.08402597402597402,0.12768831168831168,0.11277272727272727
425794,2023-09-12,23,3,3,7,13,BAL,2023,0.2306,0,0,1,1,24.6,2.4,7.2,15.0,2.6666666666666665,3.0,2.5,0.13043478260869565,0.10497835497835496,0.12898701298701298,0.11455844155844157
425794,2023-09-18,23,3,2,4,17,MIL,2023,0.2401,0,1,0,1,25.2,2.6,6.8,15.8,2.6666666666666665,2.6,2.8,0.13043478260869565,0.10300207039337472,0.10507396950875211,0.12760191981931113
425844,2023-04-10,21,3,1,6,14,TEX,2023,0.2308,0,0,1,0,24.0,1.0,7.0,16.0,4.0,4.0,4.0,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.16666666666666666
425844,2023-04-16,22,6,1,4,17,ATL,2023,0.2142,1,1,0,0,22.5,1.0,6.5,15.0,3.5,3.5,3.5,0.2727272727272727,0.15476190476190477,0.15476190476190477,0.15476190476190477
425844,2023-04-22,22,2,0,7,15,LAA,2023,0.2564,0,0,1,0,22.333333333333332,1.0,5.666666666666667,15.666666666666666,4.333333333333333,4.333333333333333,4.333333333333333,0.09090909090909091,0.19408369408369408,0.19408369408369408,0.19408369408369408
425844,2023-04-27,19,3,2,8,9,MIN,2023,0.2765,0,0,1,1,22.25,0.75,6.0,15.5,3.6666666666666665,3.75,3.75,0.15789473684210525,0.16883116883116886,0.1682900432900433,0.1682900432900433
425844,2023-05-03,16,3,0,3,13,BAL,2023,0.2306,0,0,0,0,21.6,1.0,6.4,14.2,3.6666666666666665,3.6,3.6,0.1875,0.1738437001594896,0.16621098200045567,0.16621098200045567
425844,2023-05-08,22,2,1,6,15,CWS,2023,0.2462,0,0,1,0,20.0,0.8,5.6,13.6,2.6666666666666665,3.4,3.5,0.09090909090909091,0.14543460925039872,0.17037764866712235,0.1697591516670464
425844,2023-05-13,17,5,0,3,13,MIL,2023,0.2401,1,0,0,0,20.2,0.8,5.6,13.8,2.6666666666666665,3.2,3.2857142857142856,0.29411764705882354,0.14543460925039872,0.15998803827751196,0.15849485727305274
425844,2023-05-19,21,4,0,5,16,CWS,2023,0.2462,0,1,1,0,19.2,0.6,5.4,13.0,3.3333333333333335,3.0,3.5,0.19047619047619047,0.1908422459893048,0.1642661131438221,0.1754477059962741
425844,2023-05-24,20,5,1,4,15,DET,2023,0.2503,1,0,0,0,19.0,0.6,5.0,13.2,3.6666666666666665,3.4,3.5555555555555554,0.25,0.1918343094813683,0.18417953305724205,0.1771175376051537
425844,2023-05-30,18,6,1,2,15,STL,2023,0.2213,1,0,0,0,19.2,0.4,4.2,14.4,4.666666666666667,3.8,3.7,0.3333333333333333,0.24486461251167135,0.20260058568882097,0.18440578384463832
425844,2023-06-06,17,3,0,4,13,MIA,2023,0.222,0,0,0,0,19.6,0.6,4.0,14.8,5.0,4.4,3.9,0.17647058823529413,0.2579365079365079,0.23176725235548767,0.20107245051130498
425844,2023-06-12,19,4,0,6,14,CIN,2023,0.2485,0,0,1,0,18.6,0.4,3.6,14.4,4.666666666666667,4.6,3.9,0.21052631578947367,0.25326797385620914,0.2488795518207283,0.20443379504912013
425844,2023-06-18,24,4,1,8,14,LAA,2023,0.2564,0,0,1,0,19.0,0.4,4.2,14.6,4.333333333333333,4.4,3.7,0.16666666666666666,0.24011007911936702,0.2321612855668583,0.19821369935534022
425844,2023-06-23,20,3,1,9,10,TB,2023,0.2382,0,0,1,0,19.6,0.6,4.8,14.2,3.6666666666666665,4.4,3.9,0.15,0.1845545235638115,0.22739938080495356,0.2057894569310978
425844,2023-06-29,27,0,2,11,14,CLE,2023,0.1942,0,0,1,1,19.6,0.6,5.8,13.2,3.6666666666666665,4.0,3.9,0.0,0.17573099415204677,0.20739938080495354,0.20499998324688726
425844,2023-07-04,24,3,0,7,16,MIN,2023,0.2765,0,1,1,0,21.4,0.8,7.6,13.0,2.3333333333333335,2.8,3.6,0.125,0.10555555555555556,0.1407327141382869,0.18624998324688727
425844,2023-07-20,16,1,2,4,10,DET,2023,0.2503,0,0,0,1,22.8,0.8,8.2,13.6,2.0,2.8,3.7,0.0625,0.09166666666666667,0.13043859649122808,0.18965907415597819
425844,2023-07-25,19,1,0,4,15,CLE,2023,0.1942,0,0,0,0,22.2,1.2,7.8,12.8,1.3333333333333333,2.2,3.3,0.05263157894736842,0.0625,0.10083333333333333,0.16649730945009583
425844,2023-08-01,18,3,0,4,14,NYM,2023,0.2263,0,0,0,0,21.2,1.0,7.0,13.0,1.6666666666666667,1.6,3.0,0.16666666666666666,0.0800438596491228,0.07802631578947368,0.15271284829721363
425844,2023-08-06,18,4,0,7,11,PHI,2023,0.2466,0,0,1,0,20.8,0.8,6.0,13.8,1.6666666666666667,1.6,2.8,0.2222222222222222,0.0939327485380117,0.08135964912280702,0.1443795149638803
425844,2023-08-22,14,5,0,2,12,ATH,2023,0.2582,1,0,0,0,19.0,0.4,5.2,13.2,2.6666666666666665,2.4,2.6,0.35714285714285715,0.14717348927875243,0.12580409356725147,0.13326840385276917
425844,2023-08-28,18,2,2,6,10,PIT,2023,0.2464,0,0,1,1,17.0,0.4,4.2,12.4,4.0,2.8,2.8,0.1111111111111111,0.2486772486772487,0.17223266499582288,0.1513356307435255
425844,2023-09-03,16,0,1,5,9,BOS,2023,0.2298,0,0,1,0,17.4,0.4,4.6,12.4,3.6666666666666665,3.0,2.6,0.0,0.23015873015873015,0.18195488721804512,0.1413941102756892
425844,2023-09-09,18,4,1,6,11,TOR,2023,0.2174,0,0,1,0,16.8,0.6,4.8,11.2,2.3333333333333335,2.8,2.2,0.2222222222222222,0.15608465608465608,0.17142857142857143,0.12472744360902255
425844,2023-09-20,16,5,0,5,11,CLE,2023,0.1942,1,0,1,0,16.8,0.8,5.2,10.6,2.0,3.0,2.3,0.3125,0.11111111111111109,0.1825396825396825,0.1319496658312448
425844,2023-09-26,16,5,1,1,14,DET,2023,0.2503,1,0,0,0,16.4,0.8,4.8,10.6,3.0,3.2,2.8,0.3125,0.1782407407407407,0.2005952380952381,0.1631996658312448
425844,2023-10-01,17,2,2,4,11,NYY,2023,0.2455,0,0,0,1,16.8,1.0,4.6,11.0,4.666666666666667,3.2,3.0,0.11764705882352941,0.2824074074074074,0.19166666666666665,0.18194966583124478
434378,2023-05-10,24,7,2,2,20,CIN,2023,0.2485,1,1,0,1,19.0,1.0,5.0,13.0,5.0,5.0,5.0,0.2916666666666667,0.2631578947368421,0.2631578947368421,0.2631578947368421
434378,2023-05-16,24,3,2,8,14,TB,2023,0.2382,0,0,1,1,21.5,1.5,3.5,16.5,6.0,6.0,6.0,0.125,0.2774122807017544,0.2774122807017544,0.2774122807017544
434378,2023-05-21,27,5,0,3,24,CLE,2023,0.1942,1,1,0,0,22.333333333333332,1.6666666666666667,5.0,15.666666666666666,5.0,5.0,5.0,0.18518518518518517,0.22660818713450293,0.22660818713450293,0.22660818713450293
434378,2023-05-27,24,2,1,9,14,COL,2023,0.2631,0,0,1,0,23.5,1.25,4.5,17.75,5.0,5.0,5.0,0.08333333333333333,0.2006172839506173,0.21625243664717347,0.21625243664717347
434378,2023-06-02,24,8,3,5,16,TOR,2023,0.2174,1,1,1,1,23.6,1.2,5.4,17.0,3.3333333333333335,4.4,4.4,0.3333333333333333,0.13117283950617284,0.18966861598440546,0.18966861598440546
434378,2023-06-08,20,3,4,7,9,ATL,2023,0.2142,0,0,1,1,24.6,1.6,5.4,17.6,5.0,5.0,5.0,0.15,0.2006172839506173,0.20370370370370366,0.2136127355425601
434378,2023-06-14,19,6,0,3,16,NYY,2023,0.2455,1,1,0,0,23.8,2.0,6.4,15.4,4.333333333333333,4.2,4.714285714285714,0.3157894736842105,0.18888888888888888,0.17537037037037034,0.20452520189362294
434378,2023-06-20,29,5,0,8,21,HOU,2023,0.2043,1,1,1,0,22.8,1.6,5.4,15.8,5.666666666666667,4.8,4.875,0.1724137931034483,0.26637426900584793,0.21352826510721243,0.2184332358674464
434378,2023-06-26,22,5,2,5,14,MIL,2023,0.2401,1,0,1,1,23.2,1.6,6.4,15.2,4.666666666666667,4.8,4.888888888888889,0.22727272727272727,0.21273442226255293,0.2109739866908651,0.21331996444922438
434378,2023-07-01,24,6,1,5,19,SF,2023,0.2516,1,1,1,0,22.8,1.8,5.6,15.2,5.333333333333333,5.4,4.9,0.25,0.2384919980201287,0.23976186547874384,0.21471524073157466
434378,2023-07-07,24,2,3,5,16,SD,2023,0.2197,0,1,1,1,22.8,1.4,5.6,15.8,5.333333333333333,5.0,5.0,0.08333333333333333,0.2165621734587252,0.2230951988120772,0.21339945125789045
434378,2023-07-14,22,6,6,2,14,LAD,2023,0.2208,1,0,0,1,23.6,1.2,5.2,17.2,4.333333333333333,4.8,4.5,0.2727272727272727,0.18686868686868685,0.20976186547874387,0.1925661179245571
434378,2023-07-19,28,7,1,3,24,CWS,2023,0.2462,1,1,0,0,24.2,2.4,5.0,16.8,4.666666666666667,4.8,4.8,0.25,0.202020202020202,0.20114942528735633,0.2073388451972844
434378,2023-07-25,22,6,4,2,16,NYY,2023,0.2455,1,1,0,1,24.0,2.6,4.0,17.4,5.0,5.2,5.0,0.2727272727272727,0.202020202020202,0.21666666666666665,0.21382032667876588
434378,2023-07-30,22,5,1,5,16,WSH,2023,0.1951,1,1,1,0,24.0,3.0,3.4,17.8,6.333333333333333,5.4,5.4,0.22727272727272727,0.26515151515151514,0.22575757575757574,0.2327597206181598
434378,2023-08-05,29,4,2,7,20,NYY,2023,0.2455,0,1,1,1,23.6,3.0,3.4,17.2,6.0,5.2,5.1,0.13793103448275862,0.25,0.2212121212121212,0.22215366001209919
434378,2023-08-11,24,7,0,6,18,LAA,2023,0.2564,1,1,1,0,24.6,2.8,3.8,18.0,5.0,5.6,5.2,0.2916666666666667,0.21264367816091953,0.23213166144200628,0.22094676346037506
434378,2023-08-16,26,2,2,9,15,MIA,2023,0.222,0,0,1,1,25.0,1.6,4.6,18.8,5.333333333333333,5.8,5.3,0.07692307692307693,0.21895680947405086,0.2359195402298851,0.2185344827586207
434378,2023-08-22,25,9,1,5,18,BOS,2023,0.2298,1,1,1,0,24.6,1.8,5.8,17.0,4.333333333333333,4.8,5.0,0.36,0.16884025935750077,0.20130415561450046,0.20898541114058355
434378,2023-08-27,22,7,2,2,15,DET,2023,0.2503,1,0,0,1,25.2,1.2,6.4,17.4,6.0,5.4,5.4,0.3181818181818182,0.2428632478632479,0.21875870106904588,0.22225813841331082
434378,2023-09-01,25,3,1,8,16,NYY,2023,0.2455,0,1,1,0,25.2,1.4,5.8,17.2,6.0,5.8,5.5,0.12,0.2517016317016317,0.23694051925086407,0.22907632023149263
434378,2023-09-06,26,6,1,4,21,TEX,2023,0.2308,1,1,0,0,24.4,1.2,6.0,16.4,6.333333333333333,5.6,5.6,0.23076923076923078,0.26606060606060605,0.23335431235431234,0.23274298689815928
434378,2023-09-12,29,7,0,8,21,ATH,2023,0.2582,1,1,1,0,24.8,1.4,5.6,17.0,5.333333333333333,5.4,5.6,0.2413793103448276,0.22298368298368298,0.22117482517482517,0.22854718270235513
434378,2023-09-18,27,5,1,8,18,BAL,2023,0.2306,1,1,1,0,25.4,1.0,5.4,18.2,5.333333333333333,6.4,5.6,0.18518518518518517,0.19738284703801945,0.2540660718591753,0.22768511373683786
434378,2023-09-25,26,8,1,3,22,SEA,2023,0.2659,1,1,0,0,25.8,1.0,6.0,18.2,6.0,5.6,5.5,0.3076923076923077,0.21911124209974786,0.21910310889621232,0.21893090498262907
434378,2023-09-30,20,5,3,2,15,AZ,2023,0.214,1,0,0,1,26.6,0.8,6.2,19.6,6.666666666666667,5.8,5.8,0.25,0.2447522677407735,0.21700520679831029,0.22697286302458716
434378,2023-10-07,21,6,3,4,13,MIN,2023,0.2765,1,0,0,1,25.6,1.2,5.0,19.4,6.0,6.2,5.9,0.2857142857142857,0.24762583095916427,0.24300520679831025,0.23817975957631132
434378,2023-10-15,26,5,2,6,18,TEX,2023,0.2308,1,1,1,1,24.6,1.6,5.0,17.8,6.333333333333333,6.2,5.8,0.19230769230769232,0.2811355311355312,0.25399421778732123,0.23758452148107317
434378,2023-10-20,24,3,1,6,17,TEX,2023,0.2308,0,1,1,0,24.0,2.0,4.6,17.2,5.333333333333333,5.8,6.1,0.125,0.2426739926739927,0.2441798941798942,0.24912298301953478
434378,2024-04-19,21,4,0,4,17,WSH,2024,0.209,0,1,0,0,23.4,2.0,4.2,17.0,4.666666666666667,5.4,5.5,0.19047619047619047,0.20100732600732604,0.23214285714285715,0.22562298301953473
434378,2024-04-25,20,7,4,3,13,CHC,2024,0.2326,1,0,0,1,22.4,1.8,4.4,16.0,4.0,4.6,5.2,0.35,0.1692612942612943,0.2086996336996337,0.21285242024897197
434378,2024-05-01,26,2,3,6,17,CLE,2024,0.2097,0,1,1,1,22.4,2.0,4.6,15.6,4.666666666666667,5.0,5.6,0.07692307692307693,0.22182539682539684,0.2286996336996337,0.23585242024897196
434378,2024-05-07,26,2,3,8,15,NYY,2024,0.2208,0,0,1,1,23.4,2.0,5.0,16.4,4.333333333333333,4.2,5.2,0.07692307692307693,0.20579975579975582,0.18694139194139195,0.2204678048643566
434378,2024-05-12,25,8,2,2,20,DET,2024,0.2497,1,1,0,1,23.4,2.2,5.4,15.8,3.6666666666666665,3.6,4.7,0.32,0.167948717948718,0.16386446886446887,0.20402218152218152
434378,2024-05-18,20,3,2,4,14,MIL,2024,0.2429,0,0,0,1,23.6,2.4,4.6,16.4,4.0,4.6,5.0,0.15,0.15794871794871798,0.20286446886446888,0.217503663003663
434378,2024-05-24,27,9,0,8,18,ATH,2024,0.2574,1,1,1,0,23.4,2.8,4.6,15.8,4.333333333333333,4.4,4.5,0.3333333333333333,0.18230769230769236,0.19476923076923075,0.20173443223443224
434378,2024-05-29,25,9,1,3,21,SEA,2024,0.2755,1,1,0,0,24.8,2.0,5.6,16.8,6.666666666666667,4.8,4.9,0.36,0.26777777777777784,0.19143589743589745,0.21006776556776555
434378,2024-06-03,24,4,2,7,15,STL,2024,0.2228,0,0,1,1,24.6,1.6,5.0,17.6,7.0,6.2,5.2,0.16666666666666666,0.28111111111111114,0.24805128205128205,0.21749633699633703
434378,2024-06-09,22,3,0,7,13,LAA,2024,0.2446,0,0,1,0,24.2,1.4,4.8,17.6,7.333333333333333,6.6,5.1,0.13636363636363635,0.2866666666666667,0.26599999999999996,0.21493223443223441
434378,2024-08-21,20,6,1,4,15,BOS,2024,0.2601,1,0,0,0,23.6,1.0,5.8,16.2,5.333333333333333,5.6,5.1,0.3,0.22101010101010102,0.2292727272727273,0.21606859806859804
434378,2024-08-27,21,3,1,7,13,PHI,2024,0.2354,0,0,1,0,23.6,0.8,5.8,16.4,4.333333333333333,6.2,5.3,0.14285714285714285,0.20101010101010106,0.25927272727272727,0.227020979020979
434378,2024-09-02,26,3,4,8,14,CIN,2024,0.2525,0,0,1,1,22.4,1.0,5.6,15.4,4.0,5.0,4.9,0.11538461538461539,0.1930735930735931,0.2211774891774892,0.20630669330669332
434378,2024-09-08,19,0,1,8,9,AZ,2024,0.2094,0,0,1,0,22.6,1.6,6.6,14.0,4.0,3.8,5.0,0.0,0.1860805860805861,0.17225441225441224,0.21015284715284716
434378,2024-09-14,21,2,2,4,15,LAA,2024,0.2446,0,0,0,1,21.6,1.4,6.8,12.8,2.0,3.0,4.8,0.09523809523809523,0.08608058608058611,0.1389210789210789,0.20246053946053943
434378,2024-09-20,24,4,1,8,14,LAA,2024,0.2446,0,0,1,0,21.4,1.8,6.2,13.2,1.6666666666666667,2.8,4.2,0.16666666666666666,0.07020757020757025,0.1306959706959707,0.17998434898434898
434378,2024-09-28,25,5,0,7,18,CLE,2024,0.2097,1,1,1,0,22.2,1.8,7.0,13.0,2.0,2.4,4.3,0.2,0.08730158730158732,0.10402930402930402,0.18165101565101566
434378,2025-03-17,20,6,2,3,15,CWS,2025,0.2331,1,0,0,1,23.0,1.6,7.0,14.0,3.6666666666666665,2.8,3.9,0.3,0.153968253968254,0.11545787545787545,0.16831768231768232
434378,2025-03-22,23,4,1,9,13,AZ,2025,0.217,0,0,1,0,21.8,1.2,6.0,14.2,5.0,3.4,3.6,0.17391304347826086,0.22222222222222224,0.15238095238095237,0.16231768231768234
434378,2025-03-29,22,5,1,6,15,CIN,2025,0.2411,1,0,1,0,22.6,1.2,6.2,15.0,5.0,4.2,3.6,0.22727272727272727,0.22463768115942032,0.18716356107660453,0.16304231999884172
434378,2025-04-04,14,2,2,5,7,SEA,2025,0.2394,0,0,1,1,22.8,1.0,6.6,15.0,5.0,4.8,3.8,0.14285714285714285,0.2337285902503294,0.21357048748353097,0.17213322908975082
434378,2025-04-09,25,9,3,5,17,CIN,2025,0.2411,1,1,1,1,20.8,1.2,6.0,13.6,3.6666666666666665,4.4,3.4,0.36,0.18134763786937702,0.20880858272162622,0.1564189433754651
434378,2025-04-15,24,1,3,8,14,PHI,2025,0.2228,0,0,1,1,20.8,1.8,5.6,13.4,5.333333333333333,5.2,4.0,0.041666666666666664,0.24337662337662339,0.2408085827216262,0.17813322908975082
434378,2025-04-20,22,6,2,2,18,LAA,2025,0.2824,1,1,0,1,21.6,2.0,6.6,13.2,4.0,4.2,3.8,0.2727272727272727,0.1815079365079365,0.1891419160549595,0.17076143421795595
434378,2025-04-25,21,5,1,4,16,TEX,2025,0.2286,1,1,0,0,21.4,2.2,5.2,14.2,5.333333333333333,4.6,4.4,0.23809523809523808,0.22479797979797986,0.20890476190476187,0.19803416149068323
434378,2025-05-01,23,4,1,5,17,COL,2025,0.2691,0,1,1,0,21.2,2.2,4.8,14.4,4.0,4.6,4.7,0.17391304347826086,0.1841630591630592,0.21106926406926405,0.2123198757763975
434378,2025-05-06,20,3,2,5,12,CHC,2025,0.2157,0,0,1,1,23.0,2.0,4.8,16.4,5.0,5.0,4.7,0.15,0.22824518476692393,0.21728044419348763,0.21304451345755693
434378,2025-05-12,26,5,1,9,16,AZ,2025,0.217,1,1,1,0,22.0,1.8,4.8,15.4,4.0,3.8,4.5,0.19230769230769232,0.187336093857833,0.17528044419348768,0.20804451345755695
434378,2025-05-18,20,1,5,3,12,ATH,2025,0.2333,0,0,0,1,22.4,1.4,5.0,15.8,4.0,4.6,4.4,0.05,0.17207357859531777,0.2054086493216928,0.19727528268832617
434378,2025-06-18,21,6,1,7,13,CLE,2025,0.2349,1,0,1,0,22.0,2.0,5.2,14.6,3.0,3.6,4.1,0.2857142857142857,0.1307692307692308,0.16086319477623828,0.18488397834050008
434378,2025-06-24,21,5,1,5,15,MIA,2025,0.2128,1,0,1,0,22.0,2.0,5.8,14.0,4.0,3.8,4.2,0.23809523809523808,0.17600732600732605,0.17038700430004777,0.19072813418465592
434378,2025-06-29,26,3,2,5,18,CWS,2025,0.2331,0,1,1,1,21.6,2.0,5.8,13.6,4.0,4.0,4.5,0.11538461538461539,0.19126984126984134,0.18322344322344322,0.20025194370846547
434378,2025-07-04,18,5,1,7,9,ATH,2025,0.2333,1,0,1,0,22.8,2.0,5.8,14.8,4.666666666666667,4.0,3.9,0.2777777777777778,0.21306471306471308,0.1763003663003663,0.17579040524692696
434378,2025-07-09,25,7,0,7,18,PHI,2025,0.2228,1,1,1,0,21.2,2.0,5.4,13.4,4.333333333333333,4.0,4.3,0.28,0.21041921041921044,0.1933943833943834,0.1994015163580381
434378,2025-07-18,16,0,2,9,4,TOR,2025,0.1858,0,0,1,1,22.2,1.0,6.2,14.6,5.0,5.2,4.4,0.0,0.22438746438746446,0.2393943833943834,0.20012878908531082
434378,2025-07-23,20,3,5,1,13,ATL,2025,0.2294,0,0,0,1,21.2,1.2,6.6,12.8,4.0,4.0,3.9,0.15,0.18592592592592597,0.18225152625152627,0.176319265275787
434378,2025-07-29,22,7,1,6,15,PIT,2025,0.2469,1,0,1,0,21.0,2.0,5.8,12.4,3.3333333333333335,3.6,3.8,0.3181818181818182,0.14333333333333334,0.16463247863247865,0.17392796092796092
434378,2025-08-04,18,4,1,3,14,PIT,2025,0.2469,0,0,0,0,20.2,1.8,6.0,11.8,3.3333333333333335,4.4,4.2,0.2222222222222222,0.1560606060606061,0.2051919191919192,0.19074614274614277
434378,2025-08-10,25,6,1,11,13,WSH,2025,0.2335,1,0,1,0,20.2,1.8,5.2,12.8,4.666666666666667,4.2,4.1,0.24,0.23013468013468016,0.19408080808080808,0.19373759573759572
434378,2025-08-16,23,8,0,2,21,TB,2025,0.2371,1,1,0,0,20.2,2.0,6.0,11.8,5.666666666666667,4.0,4.6,0.34782608695652173,0.26013468013468016,0.18608080808080807,0.21273759573759574
434378,2025-08-21,21,4,1,6,14,SD,2025,0.1976,0,0,1,0,21.6,1.6,4.6,15.2,6.0,5.6,4.8,0.19047619047619047,0.27001610305958135,0.2556460254721124,0.21894877586181932
434378,2025-08-26,27,5,2,7,18,CHC,2025,0.2157,1,1,1,1,21.8,0.8,5.6,15.4,6.0,5.8,4.7,0.18518518518518517,0.25943409247757077,0.2637412635673505,0.21418687109991455
434378,2025-08-31,22,10,4,3,15,BAL,2025,0.2499,1,0,0,1,22.8,1.0,5.8,16.0,5.666666666666667,5.4,4.9,0.45454545454545453,0.24116248753929917,0.23714193696802388,0.22116692807997157
434378,2025-09-06,21,6,0,3,17,STL,2025,0.2245,1,1,0,0,23.6,1.6,5.8,16.2,6.333333333333333,6.6,5.4,0.2857142857142857,0.2767356100689434,0.28360658343267037,0.2388436957567392
434378,2025-09-12,28,4,3,4,21,LAD,2025,0.2254,0,1,0,1,22.8,1.4,4.2,17.0,7.0,6.6,5.3,0.14285714285714285,0.30848164181497517,0.2927494405755275,0.23941512432816778
434378,2025-09-17,25,3,2,3,20,AZ,2025,0.217,0,1,0,1,23.8,2.0,4.6,17.0,6.666666666666667,5.8,5.7,0.12,0.2943722943722944,0.25175565175565173,0.2537008386138821
434378,2025-09-22,23,3,2,9,13,STL,2025,0.2245,0,0,1,1,24.6,2.2,4.0,18.2,4.333333333333333,5.6,5.7,0.13043478260869565,0.1828571428571429,0.23766041366041363,0.2507008386138821
434378,2025-09-27,24,7,1,5,18,COL,2025,0.2691,1,1,1,0,23.8,2.2,4.4,17.2,3.3333333333333335,5.2,5.3,0.2916666666666667,0.13109730848861287,0.22671033314511577,0.23192613505656984
445926,2025-07-13,13,1,1,6,6,STL,2025,0.2245,0,0,1,0,14.0,1.0,4.0,9.0,4.0,4.0,4.0,0.07692307692307693,0.2857142857142857,0.2857142857142857,0.2857142857142857
446372,2023-04-13,19,7,1,4,14,TB,2023,0.2382,1,0,0,0,19.0,1.0,3.0,15.0,2.0,2.0,2.0,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.10526315789473684
446372,2023-04-19,25,4,2,6,15,MIN,2023,0.2765,0,0,1,1,19.0,1.0,3.5,14.5,4.5,4.5,4.5,0.16,0.23684210526315788,0.23684210526315788,0.23684210526315788
446372,2023-04-25,23,3,0,5,18,BAL,2023,0.2306,0,1,1,0,21.0,1.3333333333333333,4.333333333333333,14.666666666666666,4.333333333333333,4.333333333333333,4.333333333333333,0.13043478260869565,0.21122807017543857,0.21122807017543857,0.21122807017543857
446372,2023-05-01,25,7,4,5,16,TOR,2023,0.2174,1,1,1,1,21.5,1.0,4.5,15.5,4.666666666666667,4.0,4.0,0.28,0.2196186117467582,0.19102974828375285,0.19102974828375285
446372,2023-05-06,23,1,0,7,15,PHI,2023,0.2466,0,0,1,0,22.2,1.6,4.6,15.6,4.666666666666667,4.6,4.6,0.043478260869565216,0.1901449275362319,0.2088237986270023,0.2088237986270023
446372,2023-05-14,25,5,3,7,15,STL,2023,0.2213,1,0,1,1,23.0,1.4,5.4,15.6,3.6666666666666665,4.4,4.0,0.2,0.15130434782608695,0.19646681922196796,0.18126620900076276
