batter,game_date,PA,AB,H,HR,SO,TB,Target_HR,Target_Hit,Target_TB_Over_1_5,Target_SO,rolling_10_PA,rolling_10_AB,rolling_10_H,rolling_10_HR,rolling_10_SO,rolling_10_TB
408234,2023-04-02,3,3,0,0,2,0,0,0,0,1,2.0,1.0,1.0,0.0,0.0,1.0
408234,2023-04-04,4,4,0,0,1,0,0,0,0,1,2.5,2.0,0.5,0.0,1.0,0.5
408234,2023-04-06,4,3,1,0,0,1,0,1,0,0,3.0,2.6666666666666665,0.3333333333333333,0.0,1.0,0.3333333333333333
408234,2023-04-09,4,4,1,0,1,2,0,1,1,1,3.25,2.75,0.5,0.0,0.75,0.5
408234,2023-04-12,3,3,1,0,1,2,0,1,1,1,3.4,3.0,0.6,0.0,0.8,0.8
408234,2023-04-14,5,5,1,0,3,1,0,1,0,1,3.3333333333333335,3.0,0.6666666666666666,0.0,0.8333333333333334,1.0
408234,2023-04-15,1,1,1,0,0,1,0,1,0,0,3.5714285714285716,3.2857142857142856,0.7142857142857143,0.0,1.1428571428571428,1.0
408234,2023-04-18,4,4,0,0,1,0,0,0,0,1,3.25,3.0,0.75,0.0,1.0,1.0
408234,2023-04-21,3,3,0,0,0,0,0,0,0,0,3.3333333333333335,3.111111111111111,0.6666666666666666,0.0,1.0,0.8888888888888888
408234,2023-04-24,3,2,0,0,0,0,0,0,0,0,3.3,3.1,0.6,0.0,0.9,0.8
408234,2023-04-25,4,4,2,0,1,2,0,1,1,1,3.4,3.2,0.5,0.0,0.9,0.7
408234,2023-04-27,4,4,0,0,1,0,0,0,0,1,3.5,3.3,0.7,0.0,0.8,0.9
408234,2023-04-29,4,4,1,0,0,1,0,1,0,0,3.5,3.3,0.7,0.0,0.8,0.9
408234,2023-05-05,4,4,0,0,1,0,0,0,0,1,3.5,3.4,0.7,0.0,0.8,0.9
408234,2023-05-07,4,4,2,0,1,2,0,1,1,1,3.5,3.4,0.6,0.0,0.8,0.7
408234,2023-05-08,4,4,1,0,2,1,0,1,0,1,3.6,3.5,0.7,0.0,0.8,0.7
408234,2023-05-10,4,4,0,0,0,0,0,0,0,0,3.5,3.4,0.7,0.0,0.7,0.7
408234,2023-05-12,4,2,0,0,1,0,0,0,0,1,3.8,3.7,0.6,0.0,0.7,0.6
408234,2023-05-16,4,3,1,0,2,1,0,1,0,1,3.8,3.5,0.6,0.0,0.7,0.6
408234,2023-05-17,3,3,0,0,0,0,0,0,0,0,3.9,3.5,0.7,0.0,0.9,0.7
408234,2023-05-20,2,1,0,0,0,0,0,0,0,0,3.9,3.6,0.7,0.0,0.9,0.7
408234,2023-05-23,4,4,1,0,1,1,0,1,0,1,3.7,3.3,0.5,0.0,0.8,0.5
408234,2023-05-25,3,1,0,0,1,0,0,0,0,1,3.7,3.3,0.6,0.0,0.8,0.6
408234,2023-05-26,4,3,0,0,1,0,0,0,0,1,3.6,3.0,0.5,0.0,0.9,0.5
408234,2023-05-27,1,1,0,0,0,0,0,0,0,0,3.6,2.9,0.5,0.0,0.9,0.5
408234,2023-05-30,4,3,3,0,0,4,0,1,1,0,3.3,2.6,0.3,0.0,0.8,0.3
408234,2023-06-02,3,2,1,0,0,1,0,1,0,0,3.3,2.5,0.5,0.0,0.6,0.6
408234,2023-06-05,3,3,0,0,1,0,0,0,0,1,3.2,2.3,0.6,0.0,0.6,0.7
408234,2023-06-06,3,2,1,0,0,2,0,1,1,0,3.1,2.4,0.6,0.0,0.6,0.7
408234,2023-06-10,4,4,2,0,1,4,0,1,1,1,3.0,2.3,0.6,0.0,0.4,0.8
408234,2023-06-11,4,4,1,0,2,1,0,1,0,1,3.1,2.4,0.8,0.0,0.5,1.2
408234,2023-06-14,9,8,3,1,2,7,1,1,1,1,3.3,2.7,0.9,0.0,0.7,1.3
408234,2023-06-15,3,3,1,0,0,1,0,1,0,0,3.8,3.1,1.1,0.1,0.8,1.9
408234,2023-06-17,3,3,1,0,0,2,0,1,1,0,3.8,3.3,1.2,0.1,0.7,2.0
408234,2023-06-18,4,1,0,0,0,0,0,0,0,0,3.7,3.3,1.3,0.1,0.6,2.2
408234,2023-06-19,4,4,2,0,1,2,0,1,1,1,4.0,3.3,1.3,0.1,0.6,2.2
408234,2023-06-20,3,2,0,0,0,0,0,0,0,0,4.0,3.4,1.2,0.1,0.7,2.0
408234,2023-06-23,3,3,1,0,2,1,0,1,0,1,4.0,3.4,1.1,0.1,0.7,1.9
408234,2023-06-24,4,3,0,0,1,0,0,0,0,1,4.0,3.4,1.2,0.1,0.8,2.0
408234,2023-06-26,4,3,2,0,0,2,0,1,1,0,4.1,3.5,1.1,0.1,0.9,1.8
408234,2023-06-27,4,3,1,0,0,1,0,1,0,0,4.1,3.4,1.1,0.1,0.8,1.6
408234,2023-06-28,2,2,0,0,1,0,0,0,0,1,4.1,3.3,1.1,0.1,0.6,1.6
408234,2023-06-30,4,4,1,0,1,1,0,1,0,1,3.4,2.7,0.8,0.0,0.5,0.9
408234,2023-07-01,3,3,1,0,1,1,0,1,0,1,3.5,2.8,0.8,0.0,0.6,0.9
408234,2023-07-04,4,4,2,0,1,2,0,1,1,1,3.5,2.8,0.8,0.0,0.7,0.8
408234,2023-07-05,3,2,1,0,0,2,0,1,1,0,3.5,3.1,1.0,0.0,0.8,1.0
408234,2023-07-07,3,2,0,0,1,0,0,0,0,1,3.4,2.9,0.9,0.0,0.7,1.0
408234,2023-07-09,3,3,1,0,0,1,0,1,0,0,3.4,2.9,0.9,0.0,0.8,1.0
408234,2023-07-15,4,4,2,0,1,2,0,1,1,1,3.4,2.9,0.9,0.0,0.6,1.0
408234,2023-07-18,4,2,0,0,2,0,0,0,0,1,3.4,3.0,1.1,0.0,0.6,1.2
408234,2023-07-19,4,4,1,0,0,1,0,1,0,0,3.4,2.9,0.9,0.0,0.8,1.0
408234,2023-07-21,1,1,0,0,1,0,0,0,0,1,3.4,3.0,0.9,0.0,0.8,1.0
408234,2023-07-22,2,2,1,0,0,1,0,1,0,0,3.3,2.9,0.9,0.0,0.8,1.0
408234,2023-07-24,4,4,1,0,1,1,0,1,0,1,3.1,2.7,0.9,0.0,0.7,1.0
408234,2023-07-27,4,4,1,0,2,1,0,1,0,1,3.2,2.8,0.9,0.0,0.7,1.0
408234,2023-07-28,3,2,0,0,0,0,0,0,0,0,3.2,2.8,0.8,0.0,0.8,0.9
408234,2023-07-29,4,4,2,0,1,3,0,1,1,1,3.2,2.8,0.7,0.0,0.8,0.7
408234,2023-07-30,4,3,1,0,0,2,0,1,1,0,3.3,3.0,0.9,0.0,0.8,1.0
408234,2023-08-01,3,3,1,0,0,1,0,1,0,0,3.4,3.0,0.9,0.0,0.8,1.1
408234,2023-08-04,3,3,1,0,0,2,0,1,1,0,3.3,2.9,0.8,0.0,0.7,1.0
408234,2023-08-05,4,4,1,0,2,1,0,1,0,1,3.2,3.0,0.9,0.0,0.5,1.2
408234,2023-08-07,2,2,0,0,1,0,0,0,0,1,3.2,3.0,0.9,0.0,0.7,1.2
408234,2023-08-08,3,3,2,0,0,2,0,1,1,0,3.3,3.1,0.9,0.0,0.7,1.2
408234,2023-08-09,4,4,3,0,0,3,0,1,1,0,3.4,3.2,1.0,0.0,0.7,1.3
408234,2023-08-11,4,4,0,0,3,0,0,0,0,1,3.4,3.2,1.2,0.0,0.6,1.5
408234,2023-08-13,4,4,0,0,0,0,0,0,0,0,3.4,3.2,1.1,0.0,0.7,1.4
408234,2023-08-15,4,3,1,1,0,4,1,1,1,0,3.5,3.4,1.1,0.0,0.7,1.4
408234,2023-08-16,4,4,1,0,0,2,0,1,1,0,3.5,3.3,1.0,0.1,0.6,1.5
408234,2023-08-18,4,4,1,0,1,2,0,1,1,1,3.5,3.4,1.0,0.1,0.6,1.5
408234,2023-08-19,4,4,0,0,1,0,0,0,0,1,3.6,3.5,1.0,0.1,0.7,1.6
408234,2023-08-20,3,3,1,0,1,1,0,1,0,1,3.7,3.6,0.9,0.1,0.8,1.4
408234,2023-08-22,4,4,0,0,1,0,0,0,0,1,3.6,3.5,0.9,0.1,0.7,1.4
408234,2023-08-25,4,3,1,0,1,1,0,1,0,1,3.8,3.7,0.9,0.1,0.7,1.4
408234,2023-08-27,4,4,1,1,2,4,1,1,1,1,3.9,3.7,0.8,0.1,0.8,1.3
408234,2023-08-28,4,4,1,0,2,1,0,1,0,1,3.9,3.7,0.6,0.2,1.0,1.4
408234,2023-08-31,5,5,0,0,1,0,0,0,0,1,3.9,3.7,0.7,0.2,0.9,1.5
408234,2023-09-01,4,4,2,0,0,2,0,1,1,0,4.0,3.8,0.7,0.2,1.0,1.5
408234,2023-09-02,5,5,4,0,0,5,0,1,1,0,4.0,3.9,0.8,0.1,1.0,1.3
408234,2023-09-05,3,3,1,0,0,1,0,1,0,0,4.1,4.0,1.1,0.1,1.0,1.6
408234,2023-09-07,5,5,0,0,3,0,0,0,0,1,4.0,3.9,1.1,0.1,0.9,1.5
408234,2023-09-08,2,2,0,0,0,0,0,0,0,0,4.1,4.0,1.1,0.1,1.1,1.5
408234,2023-09-12,4,4,1,0,3,1,0,1,0,1,4.0,3.9,1.0,0.1,1.0,1.4
408234,2023-09-13,4,3,1,0,0,1,0,1,0,0,4.0,3.9,1.1,0.1,1.2,1.5
408234,2023-09-15,4,4,2,0,0,2,0,1,1,0,4.0,3.9,1.1,0.1,1.1,1.5
408234,2023-09-16,5,5,2,0,0,2,0,1,1,0,4.0,3.9,1.2,0.0,0.9,1.3
408234,2023-09-18,4,4,1,0,3,1,0,1,0,1,4.1,4.0,1.3,0.0,0.7,1.4
408234,2023-09-19,3,3,1,0,0,1,0,1,0,0,4.0,3.9,1.4,0.0,0.9,1.5
408234,2023-09-21,3,3,0,0,1,0,0,0,0,1,3.9,3.8,1.3,0.0,0.9,1.4
408234,2023-09-22,4,4,1,0,0,2,0,1,1,0,3.7,3.6,0.9,0.0,1.0,0.9
408234,2023-09-24,5,4,0,0,2,0,0,0,0,1,3.8,3.7,0.9,0.0,1.0,1.0
408234,2023-09-26,4,3,0,0,0,0,0,0,0,0,3.8,3.6,0.9,0.0,0.9,1.0
408234,2023-09-27,4,3,2,1,0,5,1,1,1,0,4.0,3.7,0.9,0.0,0.9,1.0
408234,2023-09-29,5,4,3,0,0,5,0,1,1,0,4.0,3.6,1.0,0.1,0.6,1.4
408234,2023-09-30,5,4,1,0,0,2,0,1,1,0,4.1,3.7,1.2,0.1,0.6,1.8
408234,2023-10-01,4,3,0,0,2,0,0,0,0,1,4.2,3.7,1.1,0.1,0.6,1.8
425794,2023-10-01,1,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0
443558,2023-04-04,4,4,1,1,1,4,1,1,1,1,3.0,3.0,0.0,0.0,2.0,0.0
443558,2023-04-07,5,5,3,0,0,4,0,1,1,0,3.5,3.5,0.5,0.5,1.5,2.0
443558,2023-04-09,5,4,3,1,0,7,1,1,1,0,4.0,4.0,1.3333333333333333,0.3333333333333333,1.0,2.6666666666666665
443558,2023-04-11,4,4,0,0,2,0,0,0,0,1,4.25,4.0,1.75,0.5,0.75,3.75
443558,2023-04-12,1,1,1,0,0,1,0,1,0,0,4.2,4.0,1.4,0.4,1.0,3.0
443558,2023-04-13,4,4,1,0,1,1,0,1,0,1,3.6666666666666665,3.5,1.3333333333333333,0.3333333333333333,0.8333333333333334,2.6666666666666665
443558,2023-04-14,4,4,1,0,1,2,0,1,1,1,3.7142857142857144,3.5714285714285716,1.2857142857142858,0.2857142857142857,0.8571428571428571,2.4285714285714284
443558,2023-04-15,5,3,2,0,0,2,0,1,1,0,3.75,3.625,1.25,0.25,0.875,2.375
443558,2023-04-16,4,4,0,0,2,0,0,0,0,1,3.888888888888889,3.5555555555555554,1.3333333333333333,0.2222222222222222,0.7777777777777778,2.3333333333333335
443558,2023-04-17,4,4,1,0,3,1,0,1,0,1,3.9,3.6,1.2,0.2,0.9,2.1
443558,2023-04-20,1,1,0,0,1,0,0,0,0,1,4.0,3.7,1.3,0.2,1.0,2.2
443558,2023-04-21,3,3,0,0,2,0,0,0,0,1,3.7,3.4,1.2,0.1,1.0,1.8
443558,2023-04-22,2,2,0,0,2,0,0,0,0,1,3.5,3.2,0.9,0.1,1.2,1.4
443558,2023-04-26,4,4,1,0,0,1,0,1,0,0,3.2,3.0,0.6,0.0,1.4,0.7
443558,2023-04-29,6,6,5,1,1,9,1,1,1,1,3.2,3.0,0.7,0.0,1.2,0.8
443558,2023-04-30,4,4,1,0,1,3,0,1,1,1,3.7,3.5,1.1,0.1,1.3,1.6
443558,2023-05-01,1,1,0,0,1,0,0,0,0,1,3.7,3.5,1.1,0.1,1.3,1.8
443558,2023-05-02,4,4,1,0,0,1,0,1,0,0,3.4,3.2,1.0,0.1,1.3,1.6
443558,2023-05-05,3,3,0,0,2,0,0,0,0,1,3.3,3.3,0.9,0.1,1.3,1.5
443558,2023-05-07,4,4,0,0,2,0,0,0,0,1,3.2,3.2,0.9,0.1,1.3,1.5
443558,2023-05-10,1,1,0,0,0,0,0,0,0,0,3.2,3.2,0.8,0.1,1.2,1.4
443558,2023-05-11,1,1,0,0,1,0,0,0,0,1,3.2,3.2,0.8,0.1,1.1,1.4
443558,2023-05-12,1,1,1,0,0,1,0,1,0,0,3.0,3.0,0.8,0.1,1.0,1.4
443558,2023-05-13,4,4,1,0,0,1,0,1,0,0,2.9,2.9,0.9,0.1,0.8,1.5
443558,2023-05-14,4,4,0,0,2,0,0,0,0,1,2.9,2.9,0.9,0.1,0.8,1.5
443558,2023-05-16,1,0,0,0,0,0,0,0,0,0,2.7,2.7,0.4,0.0,0.9,0.6
443558,2023-05-17,2,2,0,0,2,0,0,0,0,1,2.4,2.3,0.3,0.0,0.8,0.3
443558,2023-05-19,4,4,1,0,2,1,0,1,0,1,2.5,2.4,0.3,0.0,0.9,0.3
443558,2023-05-20,3,2,0,0,1,0,0,0,0,1,2.5,2.4,0.3,0.0,1.1,0.3
443558,2023-05-23,2,2,1,0,0,1,0,1,0,0,2.5,2.3,0.3,0.0,1.0,0.3
443558,2023-05-25,1,1,0,0,1,0,0,0,0,1,2.3,2.1,0.4,0.0,0.8,0.4
443558,2023-05-27,3,2,0,0,0,0,0,0,0,0,2.3,2.1,0.4,0.0,0.9,0.4
443558,2023-05-31,3,3,0,0,2,0,0,0,0,1,2.5,2.2,0.4,0.0,0.8,0.4
443558,2023-06-14,2,2,1,1,0,4,1,1,1,0,2.7,2.4,0.3,0.0,1.0,0.3
443558,2023-06-15,3,3,0,0,0,0,0,0,0,0,2.5,2.2,0.3,0.1,1.0,0.6
443558,2023-06-16,4,3,1,1,1,4,1,1,1,1,2.4,2.1,0.3,0.1,0.8,0.6
443558,2023-06-21,2,2,0,0,2,0,0,0,0,1,2.7,2.4,0.4,0.2,0.9,1.0
443558,2023-06-22,4,3,1,0,1,2,0,1,1,1,2.7,2.4,0.4,0.2,0.9,1.0
443558,2023-06-23,4,4,1,0,2,1,0,1,0,1,2.7,2.3,0.4,0.2,0.8,1.1
443558,2023-06-25,4,4,2,0,0,2,0,1,1,0,2.8,2.5,0.5,0.2,0.9,1.2
443558,2023-06-27,4,4,2,0,0,2,0,1,1,0,3.0,2.7,0.6,0.2,0.9,1.3
443558,2023-06-30,1,1,0,0,0,0,0,0,0,0,3.3,3.0,0.8,0.2,0.8,1.5
443558,2023-07-01,5,5,2,0,0,2,0,1,1,0,3.1,2.9,0.8,0.2,0.8,1.5
443558,2023-07-02,3,3,0,0,3,0,0,0,0,1,3.3,3.1,1.0,0.2,0.6,1.7
443558,2023-07-03,2,2,0,0,1,0,0,0,0,1,3.4,3.2,0.9,0.1,0.9,1.3
444482,2023-04-04,2,2,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,1.0,0.0
444482,2023-04-06,4,4,0,0,1,0,0,0,0,1,2.5,2.5,0.0,0.0,0.5,0.0
444482,2023-04-07,1,1,0,0,1,0,0,0,0,1,3.0,3.0,0.0,0.0,0.6666666666666666,0.0
444482,2023-04-08,1,1,0,0,0,0,0,0,0,0,2.5,2.5,0.0,0.0,0.75,0.0
444482,2023-04-09,5,5,1,0,1,2,0,1,1,1,2.2,2.2,0.0,0.0,0.6,0.0
444482,2023-04-10,1,1,0,0,0,0,0,0,0,0,2.6666666666666665,2.6666666666666665,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333
444482,2023-04-11,1,1,0,0,0,0,0,0,0,0,2.4285714285714284,2.4285714285714284,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857
444482,2023-04-12,2,2,1,0,0,1,0,1,0,0,2.25,2.25,0.125,0.0,0.5,0.25
444482,2023-04-15,1,1,1,0,0,1,0,1,0,0,2.2222222222222223,2.2222222222222223,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333
444482,2023-04-16,1,1,0,0,1,0,0,0,0,1,2.1,2.1,0.3,0.0,0.4,0.4
444482,2023-04-17,1,1,0,0,0,0,0,0,0,0,1.9,1.9,0.3,0.0,0.4,0.4
444482,2023-04-18,4,4,0,0,2,0,0,0,0,1,1.8,1.8,0.3,0.0,0.4,0.4
444482,2023-04-19,4,3,1,1,0,4,1,1,1,0,1.8,1.8,0.3,0.0,0.5,0.4
444482,2023-04-20,4,3,2,0,1,2,0,1,1,1,2.1,2.0,0.4,0.1,0.4,0.8
444482,2023-04-21,1,1,1,0,0,1,0,1,0,0,2.4,2.2,0.6,0.1,0.5,1.0
444482,2023-04-22,2,2,0,0,0,0,0,0,0,0,2.0,1.8,0.6,0.1,0.4,0.9
444482,2023-04-23,4,4,0,0,2,0,0,0,0,1,2.1,1.9,0.6,0.1,0.4,0.9
444482,2023-04-25,5,5,0,0,1,0,0,0,0,1,2.4,2.2,0.6,0.1,0.6,0.9
444482,2023-04-26,3,3,0,0,0,0,0,0,0,0,2.7,2.5,0.5,0.1,0.7,0.8
444482,2023-04-27,4,4,1,0,0,1,0,1,0,0,2.9,2.7,0.4,0.1,0.7,0.7
444482,2023-04-28,2,2,0,0,1,0,0,0,0,1,3.2,3.0,0.5,0.1,0.6,0.8
444482,2023-04-30,4,4,0,0,0,0,0,0,0,0,3.3,3.1,0.5,0.1,0.7,0.8
444482,2023-05-01,5,4,2,1,0,5,1,1,1,0,3.3,3.1,0.5,0.1,0.5,0.8
444482,2023-05-03,3,3,2,0,0,2,0,1,1,0,3.4,3.2,0.6,0.1,0.5,0.9
444482,2023-05-05,2,2,0,0,0,0,0,0,0,0,3.3,3.2,0.6,0.1,0.4,0.9
444482,2023-05-07,3,2,0,0,0,0,0,0,0,0,3.4,3.3,0.5,0.1,0.4,0.8
444482,2023-05-08,3,3,1,0,0,2,0,1,1,0,3.5,3.3,0.5,0.1,0.4,0.8
444482,2023-05-10,2,2,1,0,0,1,0,1,0,0,3.4,3.2,0.6,0.1,0.2,1.0
444482,2023-05-13,3,3,1,0,2,1,0,1,0,1,3.1,2.9,0.7,0.1,0.1,1.1
444482,2023-05-15,5,5,1,0,0,2,0,1,1,0,3.1,2.9,0.8,0.1,0.3,1.2
444482,2023-05-16,4,4,1,0,2,2,0,1,1,1,3.2,3.0,0.8,0.1,0.3,1.3
444482,2023-05-18,3,2,0,0,0,0,0,0,0,0,3.4,3.2,0.9,0.1,0.4,1.5
444482,2023-05-19,1,0,0,0,0,0,0,0,0,0,3.3,3.0,0.9,0.1,0.4,1.5
444482,2023-05-20,4,4,2,0,1,3,0,1,1,1,2.9,2.6,0.7,0.0,0.4,1.0
444482,2023-05-21,4,2,0,0,1,0,0,0,0,1,3.0,2.7,0.7,0.0,0.5,1.1
444482,2023-05-22,3,3,1,0,1,3,0,1,1,1,3.2,2.7,0.7,0.0,0.6,1.1
444482,2023-05-23,3,3,0,0,2,0,0,0,0,1,3.2,2.8,0.8,0.0,0.7,1.4
444482,2023-05-24,3,3,1,0,0,1,0,1,0,0,3.2,2.8,0.7,0.0,0.9,1.2
444482,2023-05-26,2,2,1,0,1,1,0,1,0,1,3.3,2.9,0.7,0.0,0.9,1.2
444482,2023-05-27,2,2,1,0,1,1,0,1,0,1,3.2,2.8,0.7,0.0,0.8,1.2
444482,2023-05-29,4,4,2,0,0,2,0,1,1,0,2.9,2.5,0.7,0.0,0.9,1.1
444482,2023-05-30,4,4,1,0,0,1,0,1,0,0,2.9,2.5,0.8,0.0,0.7,1.1
444482,2023-06-03,2,2,1,0,0,1,0,1,0,0,3.0,2.7,0.9,0.0,0.7,1.2
444482,2023-06-04,3,3,2,0,0,3,0,1,1,0,3.1,2.9,1.0,0.0,0.7,1.3
444482,2023-06-06,4,4,1,0,1,1,0,1,0,1,3.0,2.8,1.0,0.0,0.6,1.3
444482,2023-06-07,1,1,0,0,1,0,0,0,0,1,3.0,3.0,1.1,0.0,0.6,1.4
444482,2023-06-08,5,5,4,0,0,4,0,1,1,0,2.8,2.8,1.0,0.0,0.6,1.1
444482,2023-06-10,4,4,2,1,1,6,1,1,1,1,3.0,3.0,1.4,0.0,0.4,1.5
444482,2023-06-11,3,3,0,0,0,0,0,0,0,0,3.1,3.1,1.5,0.1,0.5,2.0
444482,2023-06-13,2,2,1,1,0,4,1,1,1,0,3.2,3.2,1.4,0.1,0.4,1.9
444482,2023-06-14,5,3,1,0,1,1,0,1,0,1,3.2,3.2,1.4,0.2,0.3,2.2
444482,2023-06-15,4,4,1,0,0,1,0,1,0,0,3.3,3.1,1.3,0.2,0.4,2.1
444482,2023-06-16,1,1,1,0,0,1,0,1,0,0,3.3,3.1,1.3,0.2,0.4,2.1
444482,2023-06-18,5,4,2,0,1,2,0,1,1,1,3.2,3.0,1.3,0.2,0.4,2.1
444482,2023-06-21,4,3,0,0,1,0,0,0,0,1,3.4,3.1,1.3,0.2,0.5,2.0
444482,2023-06-23,4,4,0,0,0,0,0,0,0,0,3.4,3.0,1.2,0.2,0.5,1.9
444482,2023-06-24,2,2,1,1,1,4,1,1,1,1,3.7,3.3,1.2,0.2,0.4,1.9
444482,2023-06-25,5,5,1,0,1,1,0,1,0,1,3.4,3.0,0.9,0.3,0.5,1.9
444482,2023-06-27,4,4,1,0,0,2,0,1,1,0,3.5,3.1,0.8,0.2,0.5,1.4
444482,2023-06-28,2,2,2,0,0,2,0,1,1,0,3.6,3.2,0.9,0.2,0.5,1.6
444482,2023-06-29,4,4,1,0,2,1,0,1,0,1,3.6,3.2,1.0,0.1,0.5,1.4
444482,2023-06-30,5,3,1,0,0,1,0,1,0,0,3.5,3.3,1.0,0.1,0.6,1.4
444482,2023-07-01,2,2,1,0,0,1,0,1,0,0,3.6,3.2,1.0,0.1,0.6,1.4
444482,2023-07-02,4,4,3,0,0,3,0,1,1,0,3.7,3.3,1.0,0.1,0.6,1.4
444482,2023-07-03,4,4,2,0,1,3,0,1,1,1,3.6,3.3,1.1,0.1,0.5,1.5
444482,2023-07-04,3,3,0,0,1,0,0,0,0,1,3.6,3.4,1.3,0.1,0.5,1.8
444482,2023-07-05,3,2,1,1,1,4,1,1,1,1,3.5,3.3,1.3,0.1,0.6,1.8
444482,2023-07-06,4,3,0,0,1,0,0,0,0,1,3.6,3.3,1.3,0.1,0.6,1.8
444482,2023-07-07,2,2,0,0,0,0,0,0,0,0,3.5,3.1,1.2,0.1,0.6,1.7
444482,2023-07-08,1,1,1,1,0,4,1,1,1,0,3.3,2.9,1.1,0.1,0.6,1.5
444482,2023-07-14,4,4,0,0,1,0,0,0,0,1,3.2,2.8,1.0,0.2,0.6,1.7
444482,2023-07-15,5,5,1,0,1,1,0,1,0,1,3.2,2.8,0.9,0.2,0.5,1.6
444482,2023-07-16,4,4,0,0,0,0,0,0,0,0,3.2,3.0,0.9,0.2,0.6,1.6
444482,2023-07-17,3,3,1,0,0,1,0,1,0,0,3.4,3.2,0.8,0.2,0.6,1.5
444482,2023-07-18,6,6,1,0,2,1,0,1,0,1,3.3,3.1,0.6,0.2,0.6,1.3
444482,2023-07-19,3,3,2,0,0,2,0,1,1,0,3.5,3.3,0.5,0.2,0.7,1.1
444482,2023-07-22,5,5,4,0,1,6,0,1,1,1,3.5,3.3,0.7,0.2,0.6,1.3
444482,2023-07-24,3,3,0,0,0,0,0,0,0,0,3.7,3.6,1.0,0.1,0.6,1.5
444482,2023-07-25,2,2,0,0,1,0,0,0,0,1,3.6,3.6,1.0,0.1,0.5,1.5
444482,2023-07-28,2,2,2,0,0,3,0,1,1,0,3.6,3.6,1.0,0.1,0.6,1.5
444482,2023-07-29,3,3,0,0,1,0,0,0,0,1,3.7,3.7,1.1,0.0,0.6,1.4
444482,2023-07-30,4,4,0,0,2,0,0,0,0,1,3.6,3.6,1.1,0.0,0.6,1.4
444482,2023-08-01,2,2,0,0,0,0,0,0,0,0,3.5,3.5,1.0,0.0,0.7,1.3
444482,2023-08-02,1,1,0,0,0,0,0,0,0,0,3.3,3.3,1.0,0.0,0.7,1.3
444482,2023-08-03,2,2,1,0,0,1,0,1,0,0,3.1,3.1,0.9,0.0,0.7,1.2
444482,2023-08-04,5,4,2,0,0,4,0,1,1,0,2.7,2.7,0.9,0.0,0.5,1.2
444482,2023-08-05,1,1,0,0,1,0,0,0,0,1,2.9,2.8,0.9,0.0,0.5,1.4
444482,2023-08-06,2,2,1,0,1,1,0,1,0,1,2.5,2.4,0.5,0.0,0.5,0.8
444482,2023-08-07,5,4,1,0,0,2,0,1,1,0,2.4,2.3,0.6,0.0,0.6,0.9
444482,2023-08-08,3,3,1,0,0,1,0,1,0,0,2.7,2.5,0.7,0.0,0.5,1.1
444482,2023-08-09,3,3,1,0,1,1,0,1,0,1,2.8,2.6,0.6,0.0,0.5,0.9
444482,2023-08-10,1,0,0,0,0,0,0,0,0,0,2.8,2.6,0.7,0.0,0.5,1.0
444482,2023-08-11,4,4,2,0,0,3,0,1,1,0,2.5,2.2,0.7,0.0,0.3,1.0
444482,2023-08-12,4,4,1,0,0,1,0,1,0,0,2.7,2.4,0.9,0.0,0.3,1.3
444482,2023-08-15,2,2,1,0,0,1,0,1,0,0,3.0,2.7,1.0,0.0,0.3,1.4
444482,2023-08-17,4,4,0,0,3,0,0,0,0,1,3.0,2.7,1.0,0.0,0.3,1.4
444482,2023-08-18,4,4,1,0,0,1,0,1,0,0,2.9,2.7,0.8,0.0,0.6,1.0
444482,2023-08-19,2,2,0,0,2,0,0,0,0,1,3.2,3.0,0.9,0.0,0.5,1.1
444482,2023-08-22,3,3,0,0,0,0,0,0,0,0,3.2,3.0,0.8,0.0,0.6,1.0
444482,2023-08-24,5,4,1,0,0,1,0,1,0,0,3.0,2.9,0.7,0.0,0.6,0.8
444482,2023-08-25,5,3,0,0,1,0,0,0,0,1,3.2,3.0,0.7,0.0,0.6,0.8
444482,2023-08-26,2,1,1,0,0,2,0,1,1,0,3.4,3.0,0.6,0.0,0.6,0.7
444482,2023-08-27,2,2,0,0,1,0,0,0,0,1,3.5,3.1,0.7,0.0,0.6,0.9
444482,2023-08-28,3,3,1,0,0,1,0,1,0,0,3.3,2.9,0.5,0.0,0.7,0.6
444482,2023-08-29,4,4,3,0,0,4,0,1,1,0,3.2,2.8,0.5,0.0,0.7,0.6
444482,2023-08-30,2,2,0,0,0,0,0,0,0,0,3.4,3.0,0.7,0.0,0.7,0.9
444482,2023-08-31,3,3,0,0,1,0,0,0,0,1,3.2,2.8,0.7,0.0,0.4,0.9
444482,2023-09-01,1,1,0,0,1,0,0,0,0,1,3.1,2.7,0.6,0.0,0.5,0.8
444482,2023-09-02,3,3,2,0,0,3,0,1,1,0,3.0,2.6,0.6,0.0,0.4,0.8
444482,2023-09-03,2,2,0,0,1,0,0,0,0,1,3.0,2.6,0.8,0.0,0.4,1.1
444482,2023-09-05,1,1,0,0,1,0,0,0,0,1,2.7,2.4,0.7,0.0,0.5,1.0
